Member_number,Date,itemDescription,year,month,day,day_of_week
1877,6/16/2014,whipped/sour cream,2014,6,16,0
1877,6/16/2014,cake bar,2014,6,16,0
1877,6/22/2014,bottled water,2014,6,22,6
1877,6/22/2014,butter,2014,6,22,6
1877,6/22/2014,waffles,2014,6,22,6
1877,8/13/2014,soda,2014,8,13,2
1877,8/13/2014,flour,2014,8,13,2
1877,8/13/2014,brown bread,2014,8,13,2
1877,9/30/2014,rolls/buns,2014,9,30,1
1877,9/30/2014,shopping bags,2014,9,30,1
1877,9/30/2014,whole milk,2014,9,30,1
1878,2/1/2014,root vegetables,2014,2,1,5
1878,2/1/2014,dessert,2014,2,1,5
1878,7/9/2014,curd,2014,7,9,2
1878,7/9/2014,UHT-milk,2014,7,9,2
1878,8/22/2014,shopping bags,2014,8,22,4
1878,8/22/2014,soda,2014,8,22,4
1878,8/22/2014,soups,2014,8,22,4
1878,9/1/2014,chicken,2014,9,1,0
1878,9/1/2014,liquor,2014,9,1,0
1878,9/6/2014,rolls/buns,2014,9,6,5
1878,9/6/2014,canned beer,2014,9,6,5
1878,2/22/2015,brown bread,2015,2,22,6
1878,2/22/2015,yogurt,2015,2,22,6
1878,10/1/2015,sausage,2015,10,1,3
1878,10/1/2015,soda,2015,10,1,3
1878,10/1/2015,candy,2015,10,1,3
1878,10/17/2015,sausage,2015,10,17,5
1878,10/17/2015,onions,2015,10,17,5
1878,10/17/2015,misc. beverages,2015,10,17,5
1878,11/27/2015,citrus fruit,2015,11,27,4
1878,11/27/2015,whole milk,2015,11,27,4
1879,1/6/2014,whole milk,2014,1,6,0
1879,1/6/2014,sugar,2014,1,6,0
1879,2/10/2014,chocolate,2014,2,10,0
1879,2/10/2014,dessert,2014,2,10,0
1879,8/11/2014,yogurt,2014,8,11,0
1879,8/11/2014,rolls/buns,2014,8,11,0
1879,8/15/2014,whole milk,2014,8,15,4
1879,8/15/2014,other vegetables,2014,8,15,4
1880,9/17/2014,other vegetables,2014,9,17,2
1880,9/17/2014,red/blush wine,2014,9,17,2
1880,9/15/2015,bottled beer,2015,9,15,1
1880,9/15/2015,soda,2015,9,15,1
1881,2/15/2014,root vegetables,2014,2,15,5
1881,2/15/2014,bottled water,2014,2,15,5
1881,2/15/2014,frozen dessert,2014,2,15,5
1881,7/15/2014,whipped/sour cream,2014,7,15,1
1881,7/15/2014,baking powder,2014,7,15,1
1881,8/18/2014,soda,2014,8,18,0
1881,8/18/2014,oil,2014,8,18,0
1881,5/6/2015,root vegetables,2015,5,6,2
1881,5/6/2015,domestic eggs,2015,5,6,2
1881,10/15/2015,beverages,2015,10,15,3
1881,10/15/2015,bottled water,2015,10,15,3
1882,8/23/2014,other vegetables,2014,8,23,5
1882,8/23/2014,grapes,2014,8,23,5
1882,9/7/2015,chicken,2015,9,7,0
1882,9/7/2015,root vegetables,2015,9,7,0
1882,9/25/2015,fish,2015,9,25,4
1882,9/25/2015,chocolate,2015,9,25,4
1883,1/4/2014,frankfurter,2014,1,4,5
1883,1/4/2014,whole milk,2014,1,4,5
1883,5/31/2014,dishes,2014,5,31,5
1883,5/31/2014,misc. beverages,2014,5,31,5
1883,8/6/2014,pork,2014,8,6,2
1883,8/6/2014,butter,2014,8,6,2
1883,5/11/2015,meat,2015,5,11,0
1883,5/11/2015,whole milk,2015,5,11,0
1883,5/26/2015,frankfurter,2015,5,26,1
1883,5/26/2015,butter milk,2015,5,26,1
1884,5/8/2015,root vegetables,2015,5,8,4
1884,5/8/2015,frozen potato products,2015,5,8,4
1884,5/8/2015,onions,2015,5,8,4
1884,5/8/2015,UHT-milk,2015,5,8,4
1884,11/12/2015,frankfurter,2015,11,12,3
1884,11/12/2015,chicken,2015,11,12,3
1884,11/12/2015,rolls/buns,2015,11,12,3
1884,11/12/2015,frankfurter,2015,11,12,3
1884,11/12/2015,other vegetables,2015,11,12,3
1884,11/12/2015,coffee,2015,11,12,3
1884,11/12/2015,long life bakery product,2015,11,12,3
1884,11/12/2015,domestic eggs,2015,11,12,3
1885,11/3/2014,other vegetables,2014,11,3,0
1885,11/3/2014,bottled water,2014,11,3,0
1885,3/7/2015,artif. sweetener,2015,3,7,5
1885,3/7/2015,bottled water,2015,3,7,5
1885,3/7/2015,butter milk,2015,3,7,5
1885,3/7/2015,butter,2015,3,7,5
1885,3/7/2015,soda,2015,3,7,5
1885,5/27/2015,butter milk,2015,5,27,2
1885,5/27/2015,waffles,2015,5,27,2
1885,12/25/2015,turkey,2015,12,25,4
1885,12/25/2015,specialty bar,2015,12,25,4
1886,9/13/2014,curd,2014,9,13,5
1886,9/13/2014,chocolate marshmallow,2014,9,13,5
1886,2/12/2015,canned beer,2015,2,12,3
1886,2/12/2015,rolls/buns,2015,2,12,3
1887,3/2/2014,yogurt,2014,3,2,6
1887,3/2/2014,whole milk,2014,3,2,6
1887,3/2/2014,waffles,2014,3,2,6
1887,5/4/2014,fruit/vegetable juice,2014,5,4,6
1887,5/4/2014,whole milk,2014,5,4,6
1887,5/4/2014,frozen vegetables,2014,5,4,6
1887,5/4/2014,rolls/buns,2014,5,4,6
1887,5/24/2014,oil,2014,5,24,5
1887,5/24/2014,bottled beer,2014,5,24,5
1887,8/7/2014,pork,2014,8,7,3
1887,8/7/2014,yogurt,2014,8,7,3
1887,8/7/2014,napkins,2014,8,7,3
1887,10/18/2014,bottled water,2014,10,18,5
1887,10/18/2014,berries,2014,10,18,5
1887,3/2/2015,tropical fruit,2015,3,2,0
1887,3/2/2015,condensed milk,2015,3,2,0
1887,3/2/2015,citrus fruit,2015,3,2,0
1887,3/2/2015,whipped/sour cream,2015,3,2,0
1887,9/11/2015,soda,2015,9,11,4
1887,9/11/2015,sausage,2015,9,11,4
1887,9/11/2015,yogurt,2015,9,11,4
1887,9/11/2015,root vegetables,2015,9,11,4
1888,2/8/2014,yogurt,2014,2,8,5
1888,2/8/2014,waffles,2014,2,8,5
1888,9/5/2014,yogurt,2014,9,5,4
1888,9/5/2014,whole milk,2014,9,5,4
1888,10/30/2014,chicken,2014,10,30,3
1888,10/30/2014,pastry,2014,10,30,3
1888,5/21/2015,frankfurter,2015,5,21,3
1888,5/21/2015,whipped/sour cream,2015,5,21,3
1888,6/6/2015,ham,2015,6,6,5
1888,6/6/2015,beef,2015,6,6,5
1888,6/6/2015,sliced cheese,2015,6,6,5
1888,6/6/2015,butter milk,2015,6,6,5
1888,10/4/2015,ham,2015,10,4,6
1888,10/4/2015,whole milk,2015,10,4,6
1889,1/11/2014,whole milk,2014,1,11,5
1889,1/11/2014,soups,2014,1,11,5
1889,3/8/2014,beef,2014,3,8,5
1889,3/8/2014,sweet spreads,2014,3,8,5
1889,6/20/2014,ketchup,2014,6,20,4
1889,6/20/2014,rolls/buns,2014,6,20,4
1889,6/26/2014,herbs,2014,6,26,3
1889,6/26/2014,canned beer,2014,6,26,3
1889,11/16/2014,root vegetables,2014,11,16,6
1889,11/16/2014,root vegetables,2014,11,16,6
1889,2/20/2015,onions,2015,2,20,4
1889,2/20/2015,UHT-milk,2015,2,20,4
1889,8/28/2015,ham,2015,8,28,4
1889,8/28/2015,chicken,2015,8,28,4
1889,9/2/2015,beef,2015,9,2,2
1889,9/2/2015,long life bakery product,2015,9,2,2
1889,9/2/2015,berries,2015,9,2,2
1889,9/2/2015,candles,2015,9,2,2
1890,12/4/2014,pork,2014,12,4,3
1890,12/4/2014,flour,2014,12,4,3
1890,12/9/2014,roll products ,2014,12,9,1
1890,12/9/2014,rice,2014,12,9,1
1890,4/20/2015,berries,2015,4,20,0
1890,4/20/2015,curd,2015,4,20,0
1890,5/27/2015,liquor,2015,5,27,2
1890,5/27/2015,specialty chocolate,2015,5,27,2
1891,5/1/2014,hygiene articles,2014,5,1,3
1891,5/1/2014,white bread,2014,5,1,3
1891,5/7/2014,whole milk,2014,5,7,2
1891,5/7/2014,bottled water,2014,5,7,2
1891,5/7/2014,UHT-milk,2014,5,7,2
1891,5/7/2014,candy,2014,5,7,2
1892,5/8/2014,citrus fruit,2014,5,8,3
1892,5/8/2014,waffles,2014,5,8,3
1892,7/21/2014,butter,2014,7,21,0
1892,7/21/2014,pastry,2014,7,21,0
1892,4/24/2015,whole milk,2015,4,24,4
1892,4/24/2015,shopping bags,2015,4,24,4
1892,4/24/2015,yogurt,2015,4,24,4
1892,4/24/2015,canned beer,2015,4,24,4
1892,8/3/2015,other vegetables,2015,8,3,0
1892,8/3/2015,specialty bar,2015,8,3,0
1892,9/30/2015,margarine,2015,9,30,2
1892,9/30/2015,citrus fruit,2015,9,30,2
1892,9/30/2015,oil,2015,9,30,2
1892,11/20/2015,grapes,2015,11,20,4
1892,11/20/2015,honey,2015,11,20,4
1893,7/22/2014,salt,2014,7,22,1
1893,7/22/2014,margarine,2014,7,22,1
1893,1/18/2015,beef,2015,1,18,6
1893,1/18/2015,root vegetables,2015,1,18,6
1893,4/4/2015,hamburger meat,2015,4,4,5
1893,4/4/2015,salty snack,2015,4,4,5
1893,11/1/2015,yogurt,2015,11,1,6
1893,11/1/2015,fruit/vegetable juice,2015,11,1,6
1894,8/19/2014,root vegetables,2014,8,19,1
1894,8/19/2014,waffles,2014,8,19,1
1894,8/19/2014,cream cheese ,2014,8,19,1
1894,3/10/2015,other vegetables,2015,3,10,1
1894,3/10/2015,soda,2015,3,10,1
1894,3/10/2015,soda,2015,3,10,1
1894,4/8/2015,hamburger meat,2015,4,8,2
1894,4/8/2015,frozen potato products,2015,4,8,2
1894,4/8/2015,whole milk,2015,4,8,2
1894,4/8/2015,citrus fruit,2015,4,8,2
1894,4/8/2015,semi-finished bread,2015,4,8,2
1894,4/8/2015,napkins,2015,4,8,2
1894,9/5/2015,curd,2015,9,5,5
1894,9/5/2015,soda,2015,9,5,5
1895,1/23/2014,onions,2014,1,23,3
1895,1/23/2014,whipped/sour cream,2014,1,23,3
1895,2/13/2014,soups,2014,2,13,3
1895,2/13/2014,specialty cheese,2014,2,13,3
1895,6/4/2014,other vegetables,2014,6,4,2
1895,6/4/2014,canned beer,2014,6,4,2
1895,7/22/2014,frankfurter,2014,7,22,1
1895,7/22/2014,bottled water,2014,7,22,1
1895,7/22/2014,onions,2014,7,22,1
1895,7/30/2014,butter milk,2014,7,30,2
1895,7/30/2014,hard cheese,2014,7,30,2
1895,11/23/2014,soft cheese,2014,11,23,6
1895,11/23/2014,long life bakery product,2014,11,23,6
1896,2/13/2014,soda,2014,2,13,3
1896,2/13/2014,newspapers,2014,2,13,3
1896,7/25/2014,brown bread,2014,7,25,4
1896,7/25/2014,sugar,2014,7,25,4
1896,7/25/2014,beef,2014,7,25,4
1896,7/25/2014,citrus fruit,2014,7,25,4
1896,7/25/2014,yogurt,2014,7,25,4
1896,11/20/2014,pip fruit,2014,11,20,3
1896,11/20/2014,domestic eggs,2014,11,20,3
1896,12/16/2014,butter,2014,12,16,1
1896,12/16/2014,dish cleaner,2014,12,16,1
1896,12/16/2014,light bulbs,2014,12,16,1
1897,1/5/2014,cream cheese ,2014,1,5,6
1897,1/5/2014,rolls/buns,2014,1,5,6
1897,7/15/2014,candles,2014,7,15,1
1897,7/15/2014,other vegetables,2014,7,15,1
1897,12/9/2014,sausage,2014,12,9,1
1897,12/9/2014,brown bread,2014,12,9,1
1897,1/25/2015,pork,2015,1,25,6
1897,1/25/2015,root vegetables,2015,1,25,6
1898,11/11/2014,rum,2014,11,11,1
1898,11/11/2014,sugar,2014,11,11,1
1899,1/3/2014,other vegetables,2014,1,3,4
1899,1/3/2014,brown bread,2014,1,3,4
1899,7/2/2014,soda,2014,7,2,2
1899,7/2/2014,fruit/vegetable juice,2014,7,2,2
1899,9/12/2014,dessert,2014,9,12,4
1899,9/12/2014,chewing gum,2014,9,12,4
1899,10/19/2015,long life bakery product,2015,10,19,0
1899,10/19/2015,butter milk,2015,10,19,0
1899,10/19/2015,Instant food products,2015,10,19,0
1899,10/24/2015,pastry,2015,10,24,5
1899,10/24/2015,liquor,2015,10,24,5
1899,10/24/2015,shopping bags,2015,10,24,5
1900,2/17/2014,pip fruit,2014,2,17,0
1900,2/17/2014,bottled beer,2014,2,17,0
1900,3/15/2014,liquor,2014,3,15,5
1900,3/15/2014,vinegar,2014,3,15,5
1900,3/15/2014,shopping bags,2014,3,15,5
1900,3/15/2014,long life bakery product,2014,3,15,5
1900,8/1/2015,other vegetables,2015,8,1,5
1900,8/1/2015,soda,2015,8,1,5
1900,9/24/2015,hamburger meat,2015,9,24,3
1900,9/24/2015,yogurt,2015,9,24,3
1901,4/5/2015,citrus fruit,2015,4,5,6
1901,4/5/2015,butter,2015,4,5,6
1901,4/5/2015,chocolate,2015,4,5,6
1901,4/21/2015,citrus fruit,2015,4,21,1
1901,4/21/2015,tropical fruit,2015,4,21,1
1901,11/29/2015,yogurt,2015,11,29,6
1901,11/29/2015,rolls/buns,2015,11,29,6
1901,11/29/2015,berries,2015,11,29,6
1901,11/29/2015,whole milk,2015,11,29,6
1901,11/29/2015,zwieback,2015,11,29,6
1901,11/29/2015,brown bread,2015,11,29,6
1901,11/29/2015,newspapers,2015,11,29,6
1902,12/14/2014,shopping bags,2014,12,14,6
1902,12/14/2014,whipped/sour cream,2014,12,14,6
1902,1/12/2015,chicken,2015,1,12,0
1902,1/12/2015,butter,2015,1,12,0
1902,10/21/2015,pork,2015,10,21,2
1902,10/21/2015,ice cream,2015,10,21,2
1902,10/21/2015,yogurt,2015,10,21,2
1903,2/17/2014,sweet spreads,2014,2,17,0
1903,2/17/2014,margarine,2014,2,17,0
1903,8/15/2014,whole milk,2014,8,15,4
1903,8/15/2014,dish cleaner,2014,8,15,4
1903,1/25/2015,bottled water,2015,1,25,6
1903,1/25/2015,chicken,2015,1,25,6
1903,1/25/2015,other vegetables,2015,1,25,6
1903,1/25/2015,ketchup,2015,1,25,6
1903,10/3/2015,canned beer,2015,10,3,5
1903,10/3/2015,tropical fruit,2015,10,3,5
1904,3/24/2014,napkins,2014,3,24,0
1904,3/24/2014,soda,2014,3,24,0
1904,4/24/2014,newspapers,2014,4,24,3
1904,4/24/2014,other vegetables,2014,4,24,3
1904,4/18/2015,whole milk,2015,4,18,5
1904,4/18/2015,yogurt,2015,4,18,5
1905,1/31/2014,seasonal products,2014,1,31,4
1905,1/31/2014,soups,2014,1,31,4
1905,2/6/2014,cat food,2014,2,6,3
1905,2/6/2014,butter,2014,2,6,3
1905,4/22/2014,photo/film,2014,4,22,1
1905,4/22/2014,cream cheese ,2014,4,22,1
1905,8/25/2014,chewing gum,2014,8,25,0
1905,8/25/2014,yogurt,2014,8,25,0
1905,2/21/2015,fruit/vegetable juice,2015,2,21,5
1905,2/21/2015,sausage,2015,2,21,5
1905,2/21/2015,sausage,2015,2,21,5
1905,2/21/2015,domestic eggs,2015,2,21,5
1905,2/21/2015,seasonal products,2015,2,21,5
1905,5/19/2015,sugar,2015,5,19,1
1905,5/19/2015,other vegetables,2015,5,19,1
1905,7/7/2015,other vegetables,2015,7,7,1
1905,7/7/2015,tropical fruit,2015,7,7,1
1905,7/7/2015,seasonal products,2015,7,7,1
1905,7/7/2015,butter,2015,7,7,1
1905,7/7/2015,shopping bags,2015,7,7,1
1905,7/31/2015,ham,2015,7,31,4
1905,7/31/2015,whole milk,2015,7,31,4
1905,7/31/2015,candy,2015,7,31,4
1905,10/18/2015,soda,2015,10,18,6
1905,10/18/2015,onions,2015,10,18,6
1905,10/18/2015,cream cheese ,2015,10,18,6
1907,4/20/2014,hamburger meat,2014,4,20,6
1907,4/20/2014,rolls/buns,2014,4,20,6
1907,7/19/2015,sausage,2015,7,19,6
1907,7/19/2015,newspapers,2015,7,19,6
1907,7/19/2015,cream,2015,7,19,6
1908,1/23/2014,sauces,2014,1,23,3
1908,1/23/2014,shopping bags,2014,1,23,3
1908,3/28/2014,pip fruit,2014,3,28,4
1908,3/28/2014,fruit/vegetable juice,2014,3,28,4
1908,5/30/2014,misc. beverages,2014,5,30,4
1908,5/30/2014,zwieback,2014,5,30,4
1908,8/21/2014,pip fruit,2014,8,21,3
1908,8/21/2014,soda,2014,8,21,3
1908,9/20/2014,bottled beer,2014,9,20,5
1908,9/20/2014,bottled water,2014,9,20,5
1908,10/29/2014,oil,2014,10,29,2
1908,10/29/2014,canned beer,2014,10,29,2
1908,12/6/2014,whole milk,2014,12,6,5
1908,12/6/2014,mustard,2014,12,6,5
1908,12/19/2014,frozen vegetables,2014,12,19,4
1908,12/19/2014,soft cheese,2014,12,19,4
1908,7/26/2015,ice cream,2015,7,26,6
1908,7/26/2015,butter,2015,7,26,6
1908,10/6/2015,beef,2015,10,6,1
1908,10/6/2015,female sanitary products,2015,10,6,1
1909,8/31/2015,sausage,2015,8,31,0
1909,8/31/2015,chicken,2015,8,31,0
1909,8/31/2015,margarine,2015,8,31,0
1909,8/31/2015,yogurt,2015,8,31,0
1909,10/1/2015,sausage,2015,10,1,3
1909,10/1/2015,sliced cheese,2015,10,1,3
1909,10/1/2015,salty snack,2015,10,1,3
1910,1/10/2014,sliced cheese,2014,1,10,4
1910,1/10/2014,sugar,2014,1,10,4
1910,2/26/2014,margarine,2014,2,26,2
1910,2/26/2014,chocolate,2014,2,26,2
1910,5/20/2014,rolls/buns,2014,5,20,1
1910,5/20/2014,other vegetables,2014,5,20,1
1910,9/25/2015,tropical fruit,2015,9,25,4
1910,9/25/2015,margarine,2015,9,25,4
1910,10/30/2015,yogurt,2015,10,30,4
1910,10/30/2015,salt,2015,10,30,4
1911,10/3/2014,tropical fruit,2014,10,3,4
1911,10/3/2014,pastry,2014,10,3,4
1911,10/3/2014,newspapers,2014,10,3,4
1911,2/6/2015,root vegetables,2015,2,6,4
1911,2/6/2015,yogurt,2015,2,6,4
1911,2/6/2015,tropical fruit,2015,2,6,4
1911,2/6/2015,shopping bags,2015,2,6,4
1912,3/19/2014,pot plants,2014,3,19,2
1912,3/19/2014,liquor (appetizer),2014,3,19,2
1912,10/19/2014,misc. beverages,2014,10,19,6
1912,10/19/2014,dessert,2014,10,19,6
1912,8/22/2015,bottled beer,2015,8,22,5
1912,8/22/2015,bottled water,2015,8,22,5
1913,2/25/2014,cat food,2014,2,25,1
1913,2/25/2014,semi-finished bread,2014,2,25,1
1913,8/31/2014,pork,2014,8,31,6
1913,8/31/2014,chocolate,2014,8,31,6
1913,8/31/2014,soap,2014,8,31,6
1913,11/6/2014,chicken,2014,11,6,3
1913,11/6/2014,male cosmetics,2014,11,6,3
1913,12/14/2014,rolls/buns,2014,12,14,6
1913,12/14/2014,UHT-milk,2014,12,14,6
1913,8/18/2015,finished products,2015,8,18,1
1913,8/18/2015,pip fruit,2015,8,18,1
1913,8/18/2015,curd,2015,8,18,1
1913,8/18/2015,pork,2015,8,18,1
1913,8/18/2015,curd,2015,8,18,1
1913,8/18/2015,whipped/sour cream,2015,8,18,1
1913,8/18/2015,whole milk,2015,8,18,1
1914,11/28/2014,cereals,2014,11,28,4
1914,11/28/2014,dessert,2014,11,28,4
1914,1/21/2015,tropical fruit,2015,1,21,2
1914,1/21/2015,other vegetables,2015,1,21,2
1914,4/6/2015,other vegetables,2015,4,6,0
1914,4/6/2015,rolls/buns,2015,4,6,0
1914,4/6/2015,root vegetables,2015,4,6,0
1915,3/4/2014,brown bread,2014,3,4,1
1915,3/4/2014,coffee,2014,3,4,1
1915,7/8/2015,UHT-milk,2015,7,8,2
1915,7/8/2015,soda,2015,7,8,2
1916,5/21/2014,citrus fruit,2014,5,21,2
1916,5/21/2014,whole milk,2014,5,21,2
1916,11/13/2015,curd,2015,11,13,4
1916,11/13/2015,yogurt,2015,11,13,4
1916,11/13/2015,domestic eggs,2015,11,13,4
1916,11/16/2015,pip fruit,2015,11,16,0
1916,11/16/2015,fruit/vegetable juice,2015,11,16,0
1917,1/26/2014,sausage,2014,1,26,6
1917,1/26/2014,curd cheese,2014,1,26,6
1917,2/25/2014,frankfurter,2014,2,25,1
1917,2/25/2014,red/blush wine,2014,2,25,1
1917,9/10/2014,pastry,2014,9,10,2
1917,9/10/2014,curd,2014,9,10,2
1917,1/23/2015,pork,2015,1,23,4
1917,1/23/2015,yogurt,2015,1,23,4
1917,1/23/2015,whole milk,2015,1,23,4
1917,7/29/2015,chicken,2015,7,29,2
1917,7/29/2015,herbs,2015,7,29,2
1918,1/30/2015,beef,2015,1,30,4
1918,1/30/2015,meat,2015,1,30,4
1918,9/29/2015,tropical fruit,2015,9,29,1
1918,9/29/2015,butter milk,2015,9,29,1
1919,6/12/2014,soft cheese,2014,6,12,3
1919,6/12/2014,white wine,2014,6,12,3
1919,8/18/2015,frozen potato products,2015,8,18,1
1919,8/18/2015,soda,2015,8,18,1
1920,2/16/2015,whole milk,2015,2,16,0
1920,2/16/2015,seasonal products,2015,2,16,0
1920,2/16/2015,specialty fat,2015,2,16,0
1920,2/16/2015,flour,2015,2,16,0
1920,9/2/2015,whole milk,2015,9,2,2
1920,9/2/2015,citrus fruit,2015,9,2,2
1921,3/27/2014,sliced cheese,2014,3,27,3
1921,3/27/2014,napkins,2014,3,27,3
1921,8/17/2014,tropical fruit,2014,8,17,6
1921,8/17/2014,hygiene articles,2014,8,17,6
1921,11/6/2014,root vegetables,2014,11,6,3
1921,11/6/2014,chocolate,2014,11,6,3
1921,12/12/2014,salt,2014,12,12,4
1921,12/12/2014,napkins,2014,12,12,4
1921,2/23/2015,chocolate,2015,2,23,0
1921,2/23/2015,rolls/buns,2015,2,23,0
1921,10/25/2015,pip fruit,2015,10,25,6
1921,10/25/2015,bottled water,2015,10,25,6
1921,11/11/2015,turkey,2015,11,11,2
1921,11/11/2015,whipped/sour cream,2015,11,11,2
1922,1/1/2014,tropical fruit,2014,1,1,2
1922,1/1/2014,other vegetables,2014,1,1,2
1922,2/7/2014,bottled water,2014,2,7,4
1922,2/7/2014,sugar,2014,2,7,4
1922,5/30/2014,whole milk,2014,5,30,4
1922,5/30/2014,whipped/sour cream,2014,5,30,4
1922,6/4/2014,chocolate,2014,6,4,2
1922,6/4/2014,curd cheese,2014,6,4,2
1922,7/1/2014,yogurt,2014,7,1,1
1922,7/1/2014,whipped/sour cream,2014,7,1,1
1922,7/11/2014,pastry,2014,7,11,4
1922,7/11/2014,root vegetables,2014,7,11,4
1922,7/2/2015,sausage,2015,7,2,3
1922,7/2/2015,pip fruit,2015,7,2,3
1922,7/10/2015,butter milk,2015,7,10,4
1922,7/10/2015,beverages,2015,7,10,4
1922,7/10/2015,butter,2015,7,10,4
1922,9/22/2015,packaged fruit/vegetables,2015,9,22,1
1922,9/22/2015,other vegetables,2015,9,22,1
1923,2/2/2014,meat,2014,2,2,6
1923,2/2/2014,pip fruit,2014,2,2,6
1923,2/6/2014,domestic eggs,2014,2,6,3
1923,2/6/2014,tropical fruit,2014,2,6,3
1923,11/20/2014,cream cheese ,2014,11,20,3
1923,11/20/2014,domestic eggs,2014,11,20,3
1923,2/14/2015,beverages,2015,2,14,5
1923,2/14/2015,whole milk,2015,2,14,5
1923,4/30/2015,canned beer,2015,4,30,3
1923,4/30/2015,other vegetables,2015,4,30,3
1923,6/12/2015,beef,2015,6,12,4
1923,6/12/2015,other vegetables,2015,6,12,4
1924,2/18/2014,white wine,2014,2,18,1
1924,2/18/2014,cream cheese ,2014,2,18,1
1924,5/20/2014,other vegetables,2014,5,20,1
1924,5/20/2014,white bread,2014,5,20,1
1924,11/22/2014,root vegetables,2014,11,22,5
1924,11/22/2014,shopping bags,2014,11,22,5
1924,2/3/2015,brandy,2015,2,3,1
1924,2/3/2015,dessert,2015,2,3,1
1924,7/9/2015,sausage,2015,7,9,3
1924,7/9/2015,semi-finished bread,2015,7,9,3
1924,11/17/2015,root vegetables,2015,11,17,1
1924,11/17/2015,rolls/buns,2015,11,17,1
1924,11/17/2015,UHT-milk,2015,11,17,1
1924,11/17/2015,packaged fruit/vegetables,2015,11,17,1
1925,3/6/2014,brown bread,2014,3,6,3
1925,3/6/2014,long life bakery product,2014,3,6,3
1926,7/25/2014,frankfurter,2014,7,25,4
1926,7/25/2014,root vegetables,2014,7,25,4
1926,5/29/2015,yogurt,2015,5,29,4
1926,5/29/2015,brown bread,2015,5,29,4
1926,10/16/2015,turkey,2015,10,16,4
1926,10/16/2015,whole milk,2015,10,16,4
1927,6/20/2014,rolls/buns,2014,6,20,4
1927,6/20/2014,mayonnaise,2014,6,20,4
1927,6/20/2014,flour,2014,6,20,4
1927,5/15/2015,tropical fruit,2015,5,15,4
1927,5/15/2015,white wine,2015,5,15,4
1927,5/15/2015,oil,2015,5,15,4
1928,5/23/2014,bottled beer,2014,5,23,4
1928,5/23/2014,newspapers,2014,5,23,4
1928,5/23/2014,napkins,2014,5,23,4
1928,8/15/2015,citrus fruit,2015,8,15,5
1928,8/15/2015,citrus fruit,2015,8,15,5
1928,8/15/2015,bottled water,2015,8,15,5
1928,8/15/2015,pastry,2015,8,15,5
1928,9/17/2015,photo/film,2015,9,17,3
1928,9/17/2015,canned beer,2015,9,17,3
1929,2/14/2014,curd,2014,2,14,4
1929,2/14/2014,soda,2014,2,14,4
1929,3/2/2014,pasta,2014,3,2,6
1929,3/2/2014,newspapers,2014,3,2,6
1929,4/14/2014,rolls/buns,2014,4,14,0
1929,4/14/2014,yogurt,2014,4,14,0
1929,10/11/2014,berries,2014,10,11,5
1929,10/11/2014,pastry,2014,10,11,5
1929,11/15/2014,butter,2014,11,15,5
1929,11/15/2014,candy,2014,11,15,5
1929,2/5/2015,chicken,2015,2,5,3
1929,2/5/2015,soda,2015,2,5,3
1929,10/7/2015,rolls/buns,2015,10,7,2
1929,10/7/2015,bottled water,2015,10,7,2
1929,10/7/2015,other vegetables,2015,10,7,2
1929,10/7/2015,finished products,2015,10,7,2
1929,10/7/2015,other vegetables,2015,10,7,2
1929,10/7/2015,butter,2015,10,7,2
1929,10/7/2015,yogurt,2015,10,7,2
1929,10/7/2015,rolls/buns,2015,10,7,2
1929,10/7/2015,citrus fruit,2015,10,7,2
1930,5/28/2014,bottled water,2014,5,28,2
1930,5/28/2014,soda,2014,5,28,2
1930,7/7/2014,finished products,2014,7,7,0
1930,7/7/2014,UHT-milk,2014,7,7,0
1930,1/3/2015,tropical fruit,2015,1,3,5
1930,1/3/2015,soda,2015,1,3,5
1930,2/2/2015,ham,2015,2,2,0
1930,2/2/2015,specialty bar,2015,2,2,0
1930,4/18/2015,pork,2015,4,18,5
1930,4/18/2015,mayonnaise,2015,4,18,5
1930,11/15/2015,tropical fruit,2015,11,15,6
1930,11/15/2015,candy,2015,11,15,6
1930,11/15/2015,fruit/vegetable juice,2015,11,15,6
1931,3/13/2014,chicken,2014,3,13,3
1931,3/13/2014,chocolate,2014,3,13,3
1931,4/3/2014,pip fruit,2014,4,3,3
1931,4/3/2014,bottled water,2014,4,3,3
1931,4/3/2014,salt,2014,4,3,3
1931,6/25/2014,other vegetables,2014,6,25,2
1931,6/25/2014,brown bread,2014,6,25,2
1931,8/12/2014,whole milk,2014,8,12,1
1931,8/12/2014,soft cheese,2014,8,12,1
1931,8/12/2014,pastry,2014,8,12,1
1931,2/7/2015,chocolate,2015,2,7,5
1931,2/7/2015,sliced cheese,2015,2,7,5
1931,2/7/2015,bottled water,2015,2,7,5
1931,2/7/2015,oil,2015,2,7,5
1931,9/10/2015,beef,2015,9,10,3
1931,9/10/2015,other vegetables,2015,9,10,3
1932,2/6/2014,specialty chocolate,2014,2,6,3
1932,2/6/2014,onions,2014,2,6,3
1932,2/8/2014,citrus fruit,2014,2,8,5
1932,2/8/2014,cat food,2014,2,8,5
1932,6/7/2014,tropical fruit,2014,6,7,5
1932,6/7/2014,bottled beer,2014,6,7,5
1932,6/7/2014,other vegetables,2014,6,7,5
1932,6/7/2014,oil,2014,6,7,5
1932,6/19/2014,fruit/vegetable juice,2014,6,19,3
1932,6/19/2014,bottled water,2014,6,19,3
